Segment Code,Ship Mode Code,Product_ID,Sales,Quantity,Discount,Profit,Category_Id,Date,State_Code
12,S20,1012,1287.45,5,0,244.6155,A67,06-06-2024,NY
12,S22,1012,131.6,7,0,7.896,A67,06-06-2024,NY
12,S21,1012,71.976,3,0.2,19.7934,A67,06-06-2024,NY
12,S21,1012,47.984,2,0.2,14.3952,A67,06-06-2024,NY
12,S23,1012,47.992,1,0.2,7.1988,A67,06-06-2024,NY
11,S22,1012,18.544,2,0.2,3.0134,A67,06-06-2024,NY
12,S22,1012,99.98,2,0,42.9914,A67,06-06-2024,NY
11,S21,1012,34.95,5,0,15.378,A67,06-06-2024,NY
12,S22,1012,92.52,9,0,18.504,A67,06-06-2024,NY
11,S22,1012,72,4,0,12.96,A67,06-06-2024,NY
11,S22,1012,655.9,5,0,275.478,A67,06-06-2024,NY
12,S22,1012,209.97,3,0,71.3898,A67,06-06-2024,NY
12,S20,1012,95.736,3,0.2,20.3439,A67,06-06-2024,NY
12,S22,1012,66.3,3,0,8.619,A67,06-06-2024,NY
11,S22,1012,116,8,0,29,A67,06-06-2024,NY
13,S23,1012,599.97,3,0,257.9871,A67,06-06-2024,NY
12,S22,1012,87.168,3,0.2,10.896,A67,06-06-2024,NY
12,S22,1012,439.8,4,0,145.134,A67,06-06-2024,NY
13,S20,1012,59.98,2,0,26.3912,A67,06-06-2024,NY
13,S20,1012,1687.8,4,0,742.632,A67,06-06-2024,NY
12,S23,1012,64.704,6,0.2,-4.8528,A67,06-06-2024,NY
12,S22,1012,431.928,9,0.2,64.7892,A67,06-06-2024,NY
11,S23,1012,58.416,2,0.2,16.7946,A67,06-06-2024,NY
13,S22,1012,36.784,2,0.2,10.5754,A67,06-06-2024,NY
13,S23,1012,36.32,1,0,10.896,A67,06-06-2024,NY
13,S22,1012,178.92,7,0.2,-29.0745,A67,06-06-2024,NY
12,S23,1012,104.88,6,0,41.952,A67,06-06-2024,NY
11,S22,1012,9.096,1,0.2,1.7055,A67,06-06-2024,NY
13,S22,1012,258.9,10,0,93.204,A67,06-06-2024,NY
12,S22,1012,103.92,10,0.2,-18.186,A67,06-06-2024,NY
13,S23,1012,163.96,4,0,70.5028,A67,06-06-2024,NY
11,S22,1012,5.544,7,0.2,1.6632,A67,06-06-2024,NY
12,S21,1012,11.54,1,0,3.462,A67,06-06-2024,NY
12,S22,1012,249.95,5,0,107.4785,A67,06-06-2024,NY
12,S22,1012,59.98,2,0,25.1916,A67,06-06-2024,NY
12,S23,1012,62.91,3,0,22.6476,A67,06-06-2024,NY
12,S23,1012,383.976,3,0.2,81.5949,A67,06-06-2024,NY
12,S23,1012,335.944,7,0.2,41.993,A67,06-06-2024,NY
13,S22,1012,41.424,2,0.2,8.2848,A67,06-06-2024,NY
12,S22,1012,22.704,1,0.2,5.9598,A67,06-06-2024,NY
12,S22,1012,170.97,3,0,70.0977,A67,06-06-2024,NY
12,S21,1012,34.95,5,0,15.378,A67,06-06-2024,NY
12,S20,1012,447.944,7,0.2,89.5888,A67,06-06-2024,NY
12,S23,1012,238,2,0,38.08,A67,06-06-2024,NY
12,S23,1012,155.34,6,0,55.9224,A67,06-06-2024,NY
12,S23,1012,148.32,9,0,63.7776,A67,06-06-2024,NY
11,S22,1012,659.9,2,0,217.767,A67,06-06-2024,NY
11,S22,1012,559.92,8,0,190.3728,A67,06-06-2024,NY
12,S22,1012,279.944,7,0.2,48.9902,A67,06-06-2024,NY
13,S22,1012,48.9,5,0,18.093,A67,06-06-2024,NY
12,S21,1012,127.984,2,0.2,25.5968,A67,06-06-2024,NY
13,S22,1012,47.984,2,0.2,-1.1996,A67,06-06-2024,NY
11,S22,1012,47.984,2,0.2,13.1956,A67,06-06-2024,NY
13,S22,1012,345,5,0,58.65,A67,06-06-2024,NY
12,S22,1012,101.94,6,0,21.4074,A67,06-06-2024,NY
12,S22,1012,251.91,9,0,47.8629,A67,06-06-2024,NY
13,S22,1012,100,4,0,21,A67,06-06-2024,NY
11,S20,1012,383.952,6,0.2,76.7904,A67,06-06-2024,NY
11,S21,1012,599.9,10,0,191.968,A67,06-06-2024,NY
12,S22,1012,68.112,3,0.2,17.8794,A67,06-06-2024,NY
12,S22,1012,39.992,1,0.2,7.4985,A67,06-06-2024,NY
12,S22,1012,79.96,4,0,18.3908,A67,06-06-2024,NY
12,S22,1012,19.04,4,0.2,-1.428,A67,06-06-2024,NY
12,S22,1012,55.2,1,0.2,-2.07,A67,06-06-2024,NY
12,S23,1012,47.984,2,0.2,0.5998,A67,06-06-2024,NY
11,S21,1012,169.064,7,0.2,-14.7931,A67,06-06-2024,NY
13,S22,1012,319.96,4,0,115.1856,A67,06-06-2024,NY
12,S21,1012,98.16,6,0,9.816,A67,06-06-2024,NY
11,S22,1012,66.3,3,0,8.619,A67,06-06-2024,NY
12,S22,1012,63.96,4,0,19.8276,A67,06-06-2024,NY
12,S22,1012,171.96,5,0.2,45.1395,A67,06-06-2024,NY
12,S22,1012,71.976,3,0.2,0.8997,A67,06-06-2024,NY
12,S22,1012,19.99,1,0,6.7966,A67,06-06-2024,NY
12,S22,1012,50.88,6,0.2,14.628,A67,06-06-2024,NY
13,S22,1012,107.97,3,0,22.6737,A67,06-06-2024,NY
12,S21,1012,99.54,2,0,10.9494,A67,06-06-2024,NY
12,S21,1012,199.96,4,0,85.9828,A67,06-06-2024,NY
12,S22,1012,27.12,2,0.2,-4.746,A67,06-06-2024,NY
12,S23,1012,159.75,5,0,11.1825,A67,06-06-2024,NY
12,S22,1012,34.8,3,0.2,2.175,A67,06-06-2024,NY
12,S22,1012,109.95,1,0,36.2835,A67,06-06-2024,NY
13,S21,1012,54.384,2,0.2,1.3596,A67,06-06-2024,NY
13,S20,1012,239.976,3,0.2,65.9934,A67,06-06-2024,NY
13,S22,1012,62.85,3,0,13.1985,A67,06-06-2024,NY
11,S22,1012,62.31,3,0,22.4316,A67,06-06-2024,NY
11,S23,1012,116.832,4,0.2,33.5892,A67,06-06-2024,NY
11,S22,1012,239.7,6,0,105.468,A67,06-06-2024,NY
13,S23,1012,167.944,7,0.2,50.3832,A67,06-06-2024,NY
11,S23,1012,134.376,3,0.2,6.7188,A67,06-06-2024,NY
12,S22,1012,27.552,3,0.2,-0.3444,A67,06-06-2024,NY
11,S22,1012,69.98,2,0,13.2962,A67,06-06-2024,NY
12,S22,1012,82.8,12,0,6.624,A67,06-06-2024,NY
12,S21,1012,71.976,3,0.2,21.5928,A67,06-06-2024,NY
12,S21,1012,62.31,3,0,22.4316,A67,06-06-2024,NY
12,S23,1012,15.576,3,0.2,3.3099,A67,06-06-2024,NY
12,S23,1012,53.25,3,0,20.7675,A67,06-06-2024,NY
13,S22,1012,67.98,2,0,14.9556,A67,06-06-2024,NY
12,S22,1012,22.368,4,0.2,6.4308,A67,06-06-2024,NY
11,S21,1012,113.52,5,0.2,29.799,A67,06-06-2024,NY
12,S22,1012,58.08,4,0.2,-6.534,A67,06-06-2024,NY
12,S22,1012,383.952,6,0.2,47.994,A67,06-06-2024,NY
11,S22,1012,119.8,5,0.2,29.95,A67,06-06-2024,NY
11,S23,1012,2249.91,9,0,517.4793,A67,06-06-2024,NY
11,S23,1012,101.7,6,0,6.102,A67,06-06-2024,NY
13,S23,1012,199.98,2,0,83.9916,A67,06-06-2024,NY
11,S23,1012,717.12,9,0.2,152.388,A67,06-06-2024,NY
11,S23,1012,19.04,4,0.2,-1.428,A67,06-06-2024,NY
13,S22,1012,79.99,1,0,28.7964,A67,06-06-2024,NY
12,S23,1012,47.79,3,0,16.2486,A67,06-06-2024,NY
12,S21,1012,772.47,3,0,146.7693,A67,06-06-2024,NY
12,S22,1012,72.64,2,0,21.792,A67,06-06-2024,NY
12,S22,1012,772.47,3,0,146.7693,A67,06-06-2024,NY
12,S23,1012,239.976,3,0.2,53.9946,A67,06-06-2024,NY
11,S22,1012,33.9,2,0,2.034,A67,06-06-2024,NY
12,S23,1012,239.96,5,0.2,83.986,A67,06-06-2024,NY
12,S22,1012,79.984,2,0.2,13.9972,A67,06-06-2024,NY
12,S23,1012,398.4,5,0.2,84.66,A67,06-06-2024,NY
12,S22,1012,383.976,3,0.2,81.5949,A67,06-06-2024,NY
12,S22,1012,35.168,4,0.2,8.3524,A67,06-06-2024,NY
11,S22,1012,10.312,1,0.2,-1.289,A67,06-06-2024,NY
12,S23,1012,16.776,3,0.2,5.0328,A67,06-06-2024,NY
11,S22,1012,66.36,4,0,23.226,A67,06-06-2024,NY
11,S22,1012,99.98,2,0,42.9914,A67,06-06-2024,NY
12,S22,1012,119.9,2,0,43.164,A67,06-06-2024,NY
12,S22,1012,199.96,4,0,15.9968,A67,06-06-2024,NY
12,S22,1012,167.952,6,0.2,-27.2922,A67,06-06-2024,NY
12,S22,1012,41.72,7,0.2,5.7365,A67,06-06-2024,NY
12,S22,1012,59.98,2,0,26.3912,A67,06-06-2024,NY
12,S23,1012,43.5,3,0,10.875,A67,06-06-2024,NY
12,S22,1012,249.95,5,0,19.996,A67,06-06-2024,NY
13,S21,1012,46.688,4,0.2,-2.918,A67,06-06-2024,NY
11,S22,1012,159.8,4,0,70.312,A67,06-06-2024,NY
11,S22,1012,44.75,5,0,8.5025,A67,06-06-2024,NY
12,S22,1012,13.48,1,0,1.8872,A67,06-06-2024,NY
11,S22,1012,1979.7,6,0,653.301,A67,06-06-2024,NY
12,S23,1012,13.98,2,0,6.0114,A67,06-06-2024,NY
12,S23,1012,899.95,5,0,53.997,A67,06-06-2024,NY
12,S23,1012,31.95,1,0,2.2365,A67,06-06-2024,NY
12,S22,1012,16.36,1,0,1.636,A67,06-06-2024,NY
11,S22,1012,98.16,6,0,9.816,A67,06-06-2024,NY
11,S23,1012,109.53,3,0,47.0979,A67,06-06-2024,NY
12,S21,1012,71.98,2,0,15.1158,A67,06-06-2024,NY
12,S21,1012,79.98,2,0,26.3934,A67,06-06-2024,NY
12,S22,1012,36.24,1,0,15.2208,A67,06-06-2024,NY
12,S22,1012,101.34,3,0,8.1072,A67,06-06-2024,NY
12,S23,1012,31.984,2,0.2,1.1994,A67,06-06-2024,NY
12,S21,1012,1649.95,5,0,659.98,A67,06-06-2024,NY
13,S22,1012,270,3,0,97.2,A67,06-06-2024,NY
12,S22,1012,99.6,1,0,36.852,A67,06-06-2024,NY
11,S22,1012,249.95,5,0,87.4825,A67,06-06-2024,NY
13,S22,1012,57.4,5,0,10.906,A67,06-06-2024,NY
11,S22,1012,36,2,0,6.48,A67,06-06-2024,NY
11,S22,1012,239.96,4,0,115.1808,A67,06-06-2024,NY
12,S22,1012,63.92,2,0.2,19.176,A67,06-06-2024,NY
12,S23,1012,41.9,2,0,8.799,A67,06-06-2024,NY
11,S23,1012,1319.96,4,0,527.984,A67,06-06-2024,NY
11,S22,1012,255.968,4,0.2,-28.7964,A67,06-06-2024,NY
12,S21,1012,179.94,6,0,75.5748,A67,06-06-2024,NY
12,S21,1012,26.85,3,0,5.1015,A67,06-06-2024,NY
12,S21,1012,323.37,3,0,129.348,A67,06-06-2024,NY
12,S21,1012,139.93,7,0,34.9825,A67,06-06-2024,NY
11,S22,1012,79.512,3,0.2,20.8719,A67,06-06-2024,NY
12,S20,1012,142.488,3,0.2,-3.5622,A67,06-06-2024,NY
12,S22,1012,659.9,2,0,217.767,A67,06-06-2024,NY
12,S21,1012,53.04,3,0.2,-4.641,A67,06-06-2024,NY
11,S22,1012,843.9,2,0,371.316,A67,06-06-2024,NY
11,S22,1012,1496.16,9,0,224.424,A67,06-06-2024,NY
11,S22,1012,499.95,5,0,174.9825,A67,06-06-2024,NY
11,S23,1012,100,4,0,21,A67,06-06-2024,NY
11,S23,1012,359.98,2,0,21.5988,A67,06-06-2024,NY
12,S22,1012,234.45,3,0,103.158,A67,06-06-2024,NY
13,S22,1012,284.97,3,0,85.491,A67,06-06-2024,NY
13,S21,1012,112.776,3,0.2,-8.4582,A67,06-06-2024,NY
12,S22,1012,389.97,3,0,132.5898,A67,06-06-2024,NY
11,S22,1012,27.6,4,0,2.208,A67,06-06-2024,NY
13,S21,1012,139.96,5,0.2,-22.7435,A67,06-06-2024,NY
12,S22,1012,263.96,1,0.2,42.8935,A67,06-06-2024,NY
11,S23,1012,619.95,5,0,111.591,A67,06-06-2024,NY
11,S21,1012,91.176,3,0.2,4.5588,A67,06-06-2024,NY
11,S21,1012,159.968,4,0.2,29.994,A67,06-06-2024,NY
11,S21,1012,899.91,9,0,395.9604,A67,06-06-2024,NY
12,S22,1012,178.11,3,0,32.0598,A67,06-06-2024,NY
12,S22,1012,68.112,3,0.2,17.8794,A67,06-06-2024,NY
12,S22,1012,16.56,3,0.2,-2.484,A67,06-06-2024,NY
11,S23,1012,85.2,6,0.2,20.235,A67,06-06-2024,NY
12,S21,1012,11.672,1,0.2,-0.7295,A67,06-06-2024,NY
12,S22,1012,519.96,4,0,176.7864,A67,06-06-2024,NY
12,S22,1012,72.6,5,0.2,-8.1675,A67,06-06-2024,NY
12,S20,1012,179.97,3,0,86.3856,A67,06-06-2024,NY
12,S22,1012,81.576,3,0.2,2.0394,A67,06-06-2024,NY
13,S20,1012,16.95,1,0,1.017,A67,06-06-2024,NY
12,S22,1012,659.9,2,0,217.767,A67,06-06-2024,NY
11,S22,1012,1099.5,10,0,362.835,A67,06-06-2024,NY
12,S21,1012,16.776,3,0.2,4.8231,A67,06-06-2024,NY
12,S21,1012,527.92,2,0.2,85.787,A67,06-06-2024,NY
12,S23,1012,435.84,12,0,130.752,A67,06-06-2024,NY
11,S22,1012,95.1,5,0,30.432,A67,06-06-2024,NY
11,S20,1012,299.97,3,0,125.9874,A67,06-06-2024,NY
12,S20,1012,71.98,2,0,15.1158,A67,06-06-2024,NY
11,S21,1012,69.98,2,0,4.8986,A67,06-06-2024,NY
12,S22,1012,27.968,2,0.2,6.992,A67,06-06-2024,NY
12,S22,1012,468.9,6,0,206.316,A67,06-06-2024,NY
12,S22,1012,72.48,2,0,30.4416,A67,06-06-2024,NY
12,S22,1012,24.032,2,0.2,-0.6008,A67,06-06-2024,NY
12,S22,1012,212.8,2,0,95.76,A67,06-06-2024,NY
12,S22,1012,72.64,2,0,21.792,A67,06-06-2024,NY
12,S22,1012,59.97,3,0,20.3898,A67,06-06-2024,NY
12,S22,1012,65.44,5,0.2,-8.18,A67,06-06-2024,NY
11,S22,1012,44.75,5,0,8.5025,A67,06-06-2024,NY
13,S22,1012,53.25,3,0,20.7675,A67,06-06-2024,NY
13,S22,1012,27.696,3,0.2,3.462,A67,06-06-2024,NY
12,S23,1012,167.28,12,0,23.4192,A67,06-06-2024,NY
11,S21,1012,170.24,2,0.2,53.2,A67,06-06-2024,NY
13,S22,1012,21.2,2,0,9.116,A67,06-06-2024,NY
12,S22,1012,43.56,3,0.2,-4.9005,A67,06-06-2024,NY
13,S22,1012,55.176,3,0.2,15.8631,A67,06-06-2024,NY
13,S22,1012,13.98,2,0,6.0114,A67,06-06-2024,NY
11,S21,1012,116.312,7,0.2,23.2624,A67,06-06-2024,NY
12,S23,1012,428.4,3,0,89.964,A67,06-06-2024,NY
13,S21,1012,119.85,3,0,52.734,A67,06-06-2024,NY
13,S23,1012,371.97,3,0,66.9546,A67,06-06-2024,NY
13,S22,1012,99.99,1,0,41.9958,A67,06-06-2024,NY
12,S21,1012,47.984,2,0.2,14.3952,A67,06-06-2024,NY
12,S21,1012,62.592,8,0.2,13.3008,A67,06-06-2024,NY
13,S22,1012,98.16,6,0,9.816,A67,06-06-2024,NY
11,S22,1012,111.93,7,0,34.6983,A67,06-06-2024,NY
11,S21,1012,89.97,3,0,18.8937,A67,06-06-2024,NY
12,S23,1012,68.46,7,0,25.3302,A67,06-06-2024,NY
13,S22,1012,114.52,7,0,11.452,A67,06-06-2024,NY
12,S22,1012,205.992,1,0.2,-2.5749,A67,06-06-2024,NY
12,S22,1012,110.4,2,0.2,-4.14,A67,06-06-2024,NY
12,S23,1012,24,2,0.2,-2.7,A67,06-06-2024,NY
12,S23,1012,26.176,2,0.2,-3.272,A67,06-06-2024,NY
13,S22,1012,279.86,14,0,64.3678,A67,06-06-2024,NY
12,S22,1012,142.8,1,0,29.988,A67,06-06-2024,NY
12,S22,1012,399.95,5,0,143.982,A67,06-06-2024,NY
13,S23,1012,319.968,4,0.2,71.9928,A67,06-06-2024,NY
12,S22,1012,227.976,3,0.2,28.497,A67,06-06-2024,NY
12,S22,1012,1049.44,8,0,440.7648,A67,06-06-2024,NY
11,S22,1012,179.97,3,0,86.3856,A67,06-06-2024,NY
12,S20,1012,199.99,1,0,85.9957,A67,06-06-2024,NY
12,S22,1012,79.78,2,0,29.5186,A67,06-06-2024,NY
13,S22,1012,31.992,1,0.2,4.7988,A67,06-06-2024,NY
12,S23,1012,87.4,5,0,34.96,A67,06-06-2024,NY
12,S23,1012,393.54,3,0,165.2868,A67,06-06-2024,NY
11,S23,1012,111.96,4,0,21.2724,A67,06-06-2024,NY
13,S22,1012,47.97,3,0,14.8707,A67,06-06-2024,NY
12,S20,1012,39.264,3,0.2,-4.908,A67,06-06-2024,NY
11,S22,1012,149.95,5,0,31.4895,A67,06-06-2024,NY
12,S23,1012,479.952,6,0.2,107.9892,A67,06-06-2024,NY
13,S22,1012,449.91,9,0,157.4685,A67,06-06-2024,NY
11,S22,1012,45.12,3,0.2,-7.896,A67,06-06-2024,NY
11,S22,1012,100.8,2,0.2,21.42,A67,06-06-2024,NY
12,S21,1012,99.98,2,0,34.993,A67,06-06-2024,NY
11,S22,1012,27.88,2,0,3.9032,A67,06-06-2024,NY
11,S22,1012,20.7,3,0,1.656,A67,06-06-2024,NY
12,S22,1012,274.89,11,0,46.7313,A67,06-06-2024,NY
11,S22,1012,254.97,3,0,91.7892,A67,06-06-2024,NY
12,S23,1012,119.976,3,0.2,-17.9964,A67,06-06-2024,NY
12,S22,1012,37.056,4,0.2,8.8008,A67,06-06-2024,NY
13,S22,1012,559.93,7,0,167.979,A67,06-06-2024,NY
11,S23,1012,159.56,4,0,59.0372,A67,06-06-2024,NY
11,S23,1012,95.976,3,0.2,-10.7973,A67,06-06-2024,NY
12,S22,1012,479.72,4,0,52.7692,A67,06-06-2024,NY
11,S23,1012,75.98,2,0,18.2352,A67,06-06-2024,NY
12,S22,1012,89.584,2,0.2,4.4792,A67,06-06-2024,NY
11,S23,1012,32.96,2,0,14.1728,A67,06-06-2024,NY
11,S22,1012,36,2,0,6.48,A67,06-06-2024,NY
13,S22,1012,399.96,4,0,139.986,A67,06-06-2024,NY
12,S20,1012,119.96,4,0,25.1916,A67,06-06-2024,NY
12,S22,1012,1012.68,3,0.2,303.804,A67,06-06-2024,NY
12,S23,1012,479.952,6,0.2,89.991,A67,06-06-2024,NY
11,S23,1012,122.328,9,0.2,1.5291,A67,06-06-2024,NY
12,S22,1012,35.168,4,0.2,8.3524,A67,06-06-2024,NY
12,S20,1012,113.52,4,0,46.5432,A67,06-06-2024,NY
12,S23,1012,107.97,3,0,22.6737,A67,06-06-2024,NY
11,S22,1012,143.96,5,0.2,1.7995,A67,06-06-2024,NY
12,S23,1012,40,2,0.2,0.5,A67,06-06-2024,NY
12,S21,1012,339.96,4,0,122.3856,A67,06-06-2024,NY
12,S22,1012,40.68,3,0.2,-7.119,A67,06-06-2024,NY
11,S22,1012,1319.8,5,0.2,214.4675,A67,06-06-2024,NY
12,S23,1012,119.98,2,0,35.994,A67,06-06-2024,NY
12,S23,1012,989.97,3,0,395.988,A67,06-06-2024,NY
13,S22,1012,799.92,10,0.2,239.976,A67,06-06-2024,NY
13,S21,1012,389.97,3,0,132.5898,A67,06-06-2024,NY
11,S20,1012,185.528,7,0.2,48.7011,A67,06-06-2024,NY
12,S22,1012,46.36,4,0,15.2988,A67,06-06-2024,NY
11,S22,1012,6.9,1,0,0.552,A67,06-06-2024,NY
12,S23,1012,72,4,0,12.96,A67,06-06-2024,NY
11,S22,1012,100.8,2,0.2,21.42,A67,06-06-2024,NY
12,S22,1012,843.9,2,0,371.316,A67,06-06-2024,NY
12,S22,1012,111.79,7,0,43.5981,A67,06-06-2024,NY
12,S23,1012,23.84,4,0.2,3.278,A67,06-06-2024,NY
12,S21,1012,99.98,2,0,7.9984,A67,06-06-2024,NY
13,S22,1012,35.36,2,0.2,-3.094,A67,06-06-2024,NY
11,S23,1012,379.96,5,0.2,47.495,A67,06-06-2024,NY
12,S23,1012,538.92,9,0,80.838,A67,06-06-2024,NY
13,S23,1012,2249.91,9,0,517.4793,A67,06-06-2024,NY
12,S22,1012,140.97,3,0,19.7358,A67,06-06-2024,NY
12,S23,1012,146.45,5,0,48.3285,A67,06-06-2024,NY
13,S21,1012,63.824,2,0.2,13.5626,A67,06-06-2024,NY
11,S21,1012,47.976,3,0.2,8.3958,A67,06-06-2024,NY
11,S22,1012,236,4,0,40.12,A67,06-06-2024,NY
11,S23,1012,41.94,2,0,15.0984,A67,06-06-2024,NY
12,S22,1012,55.92,10,0.2,16.776,A67,06-06-2024,NY
11,S23,1012,23.344,2,0.2,-1.459,A67,06-06-2024,NY
13,S21,1012,67.96,5,0.2,0.8495,A67,06-06-2024,NY
12,S21,1012,119.448,3,0.2,-13.4379,A67,06-06-2024,NY
13,S23,1012,259.98,2,0,88.3932,A67,06-06-2024,NY
12,S20,1012,23.472,3,0.2,4.9878,A67,06-06-2024,NY
13,S22,1012,1687.8,4,0,742.632,A67,06-06-2024,NY
11,S22,1012,160,8,0,62.4,A67,06-06-2024,NY
12,S22,1012,479.97,3,0,163.1898,A67,06-06-2024,NY
12,S22,1012,40.776,3,0.2,0.5097,A67,06-06-2024,NY
12,S22,1012,40.776,3,0.2,0.5097,A67,06-06-2024,NY
11,S22,1012,159.96,4,0,51.1872,A67,06-06-2024,NY
13,S22,1012,431.976,3,0.2,-75.5958,A67,06-06-2024,NY
13,S22,1012,94.99,1,0,28.497,A67,06-06-2024,NY
13,S22,1012,25.488,2,0.2,4.779,A67,06-06-2024,NY
12,S22,1012,431.16,5,0.2,107.79,A67,06-06-2024,NY
12,S22,1012,59.976,3,0.2,11.9952,A67,06-06-2024,NY
11,S21,1012,39.984,2,0.2,-1.4994,A67,06-06-2024,NY
13,S22,1012,149.97,3,0,52.4895,A67,06-06-2024,NY
11,S22,1012,159.98,2,0,57.5928,A67,06-06-2024,NY
12,S22,1012,52,4,0,23.4,A67,06-06-2024,NY
12,S22,1012,17.9,2,0,3.401,A67,06-06-2024,NY
12,S22,1012,24,2,0.2,-2.7,A67,06-06-2024,NY
12,S23,1012,76.752,6,0.2,10.5534,A67,06-06-2024,NY
12,S23,1012,102.336,8,0.2,14.0712,A67,06-06-2024,NY
12,S22,1012,399.98,2,0,171.9914,A67,06-06-2024,NY
12,S22,1012,1.584,2,0.2,0.4752,A67,06-06-2024,NY
13,S22,1012,101.34,3,0,8.1072,A67,06-06-2024,NY
13,S22,1012,59.98,2,0,10.7964,A67,06-06-2024,NY
11,S23,1012,2.97,3,0,1.3365,A67,06-06-2024,NY
11,S22,1012,31.176,3,0.2,-5.4558,A67,06-06-2024,NY
13,S22,1012,1.98,2,0,0.891,A67,06-06-2024,NY
12,S21,1012,18.464,2,0.2,2.308,A67,06-06-2024,NY
13,S21,1012,199.75,5,0,87.89,A67,06-06-2024,NY
12,S21,1012,299.94,6,0,128.9742,A67,06-06-2024,NY
12,S20,1012,120,8,0,13.2,A67,06-06-2024,NY
11,S23,1012,19.99,1,0,6.7966,A67,06-06-2024,NY
12,S22,1012,106.08,6,0.2,-9.282,A67,06-06-2024,NY
11,S23,1012,33.18,2,0,11.613,A67,06-06-2024,NY
13,S22,1012,63.88,4,0,24.9132,A67,06-06-2024,NY
11,S22,1012,239.97,3,0,86.3892,A67,06-06-2024,NY
11,S22,1012,75,3,0,18,A67,06-06-2024,NY
12,S23,1012,234.95,5,0,32.893,A67,06-06-2024,NY
13,S21,1012,26.85,3,0,5.1015,A67,06-06-2024,NY
12,S22,1012,18.528,2,0.2,4.4004,A67,06-06-2024,NY
11,S21,1012,41.94,2,0,15.0984,A67,06-06-2024,NY
12,S22,1012,238,2,0,38.08,A67,06-06-2024,NY
12,S22,1012,595,5,0,95.2,A67,06-06-2024,NY
13,S22,1012,199.75,5,0,87.89,A67,06-06-2024,NY
13,S22,1012,108.96,3,0,32.688,A67,06-06-2024,NY
12,S21,1012,474.95,5,0,142.485,A67,06-06-2024,NY
12,S22,1012,89.568,4,0.2,-1.1196,A67,06-06-2024,NY
13,S23,1012,89.97,3,0,37.7874,A67,06-06-2024,NY
12,S22,1012,357,3,0,57.12,A67,06-06-2024,NY
12,S22,1012,174.95,5,0,12.2465,A67,06-06-2024,NY
13,S23,1012,637.44,8,0.2,135.456,A67,06-06-2024,NY
13,S22,1012,158.928,7,0.2,41.7186,A67,06-06-2024,NY
11,S22,1012,111.98,2,0,26.8752,A67,06-06-2024,NY
11,S22,1012,1649.95,5,0,659.98,A67,06-06-2024,NY
12,S22,1012,7.88,4,0,2.5216,A67,06-06-2024,NY
11,S22,1012,498,5,0,184.26,A67,06-06-2024,NY
12,S22,1012,217.44,6,0,91.3248,A67,06-06-2024,NY
13,S21,1012,59.97,3,0,14.9925,A67,06-06-2024,NY
11,S22,1012,141.9,5,0,58.179,A67,06-06-2024,NY
11,S22,1012,165.6,3,0.2,-6.21,A67,06-06-2024,NY
13,S21,1012,199.98,2,0,87.9912,A67,06-06-2024,NY
12,S22,1012,45,3,0,4.95,A67,06-06-2024,NY
11,S22,1012,62.352,6,0.2,-10.9116,A67,06-06-2024,NY
12,S22,1012,25.488,2,0.2,4.4604,A67,06-06-2024,NY
12,S22,1012,46.688,4,0.2,-2.918,A67,06-06-2024,NY
13,S22,1012,45.408,2,0.2,11.9196,A67,06-06-2024,NY
11,S22,1012,165.6,3,0.2,-6.21,A67,06-06-2024,NY
12,S23,1012,479.97,3,0,177.5889,A67,06-06-2024,NY
13,S22,1012,27.96,5,0.2,8.388,A67,06-06-2024,NY
12,S21,1012,175.23,11,0,61.3305,A67,06-06-2024,NY
12,S20,1012,159.984,2,0.2,43.9956,A67,06-06-2024,NY
12,S22,1012,56.4,3,0,3.384,A67,06-06-2024,NY
12,S22,1012,199.98,2,0,83.9916,A67,06-06-2024,NY
11,S22,1012,39,3,0,17.55,A67,06-06-2024,NY
12,S22,1012,239.92,8,0,23.992,A67,06-06-2024,NY
12,S20,1012,447.944,7,0.2,89.5888,A67,06-06-2024,NY
11,S23,1012,20.784,2,0.2,-3.6372,A67,06-06-2024,NY
11,S22,1012,1287.45,5,0,244.6155,A67,06-06-2024,NY
13,S22,1012,191.976,3,0.2,38.3952,A67,06-06-2024,NY
11,S22,1012,30.08,2,0.2,-5.264,A67,06-06-2024,NY
11,S22,1012,165.6,3,0.2,-6.21,A67,06-06-2024,NY
12,S22,1012,23.18,2,0,7.6494,A67,06-06-2024,NY
12,S23,1012,82.95,5,0,29.0325,A67,06-06-2024,NY
12,S22,1012,479.97,3,0,177.5889,A67,06-06-2024,NY
12,S22,1012,111.96,5,0.2,-1.3995,A67,06-06-2024,NY
11,S22,1012,90,5,0,16.2,A67,06-06-2024,NY
13,S21,1012,399.95,5,0,143.982,A67,06-06-2024,NY
12,S20,1012,199.98,2,0,75.9924,A67,06-06-2024,NY
12,S20,1012,144.96,4,0,60.8832,A67,06-06-2024,NY
12,S20,1012,118,2,0,20.06,A67,06-06-2024,NY
13,S23,1012,159.56,5,0.2,33.9065,A67,06-06-2024,NY
13,S22,1012,47.79,3,0,16.2486,A67,06-06-2024,NY
13,S22,1012,21.21,7,0,4.4541,A67,06-06-2024,NY
11,S22,1012,279.96,5,0.2,48.993,A67,06-06-2024,NY
13,S22,1012,450,5,0,162,A67,06-06-2024,NY
11,S22,1012,4.728,3,0.2,0.7092,A67,06-06-2024,NY
